"October 13, 2021","12x sun salutation free flow w/ stretches, inversions, headstands
8x sun salutation free flow w/ stretches, inversions",,
"October 14, 2021","8x sun salutation free flow w/ stretches, inversions, headstands
4x sun salutation free flow w/ stretches, inversions, headstands",,
"October 15, 2021","4x sun salutation free flow w/ stretches, inversions",,
"October 16, 2021","8x sun salutation free flow w/ stretches, inversions, headstands",,
"October 17, 2021","16x sun salutation free flow w/ stretches, inversions, headstands",,
"October 18, 2021","8x sun salutation free flow w/ stretches, inversions, headstands",,
"October 19, 2021","4x sun salutations
https://www.alomoves.com/series/flow-state/workouts/11609",,
"October 20, 2021",light stretching,,
"October 21, 2021",8x sun salutation free flow,,
"October 22, 2021",light stretching,,
"October 23, 2021",8x sun salutation free flow,,
"October 24, 2021",8x sun salutation free flow,,
"October 25, 2021",light stretching,,
"October 26, 2021",Irene’s modified core power class,,
"October 27, 2021","12x sun salutation free flow w/ stretching, inversions",,
"October 28, 2021",light stretching,,
"October 29, 2021",8x sun salutation free flow w/ headstand,,
"October 30, 2021",https://www.alomoves.com/series/movement-therapy/workouts/9715,Y,<<yoooo dope dylan mobility flow. fast and fun. 20mins
"October 31, 2021","4x sun salutation As, 4x sun salutation Bs",,
"November 1, 2021","2x sun salutation As, 2x sun salutation Bs, stretching, inversions, headstand free flow
https://www.alomoves.com/series/beginner-flow-foundations/workouts/11014
https://www.alomoves.com/series/go-with-the-flow/workouts/9540",Y,"<< not sexy, but challenging in the right ways for me"
"November 2, 2021","8x sun salutation free flow w/ inversions, stretches, handstand
https://www.alomoves.com/series/alo-in-the-wild-red-rocks/workouts/12564

https://www.alomoves.com/series/shoulder-release/workouts/13002",,
"November 3, 2021","2x sun salutations
https://www.alomoves.com/series/movement-therapy/workouts/9715",,
"November 4, 2021","https://www.alomoves.com/series/movement-therapy/workouts/9715
https://www.alomoves.com/series/yoga-strength-basics-for-beginners/workouts/4430",,
"November 5, 2021",2x sun salutations,,
"November 6, 2021",static stretches,,
"November 7, 2021",2x sun salutations,,
"November 8, 2021","8x sun salutations
https://www.alomoves.com/series/hip-mobility-flow/workouts/11051",,
"November 9, 2021",8x sun salutation free flow,,
"November 10, 2021",8x sun salutation free flow,,
"November 11, 2021",2x sun salutations,,
"November 12, 2021",8x sun salutation free flow,,
"November 13, 2021",8x sun salutation free flow,,
"November 14, 2021",12x sun salutation free flow,,
"November 15, 2021",12x sun salutation free flow,,
"November 16, 2021","4x sun salutation free flow
45 mins seated hip & hamstring stretches",,
"November 17, 2021",12x sun salutation free flow,,
"November 18, 2021",https://www.alomoves.com/series/unwind-lucid-spine-restorative-yoga/workouts/13175,,
"November 19, 2021",static stretches,,
"November 20, 2021",static stretches,,
"November 21, 2021",,,
"November 22, 2021",,,
